Sample_name,Well_number,X_mosaic,Y_mosaic,Object_number,Cell_class,CentroidX,CentroidY,CentroidZ,Volume,Compactness,Elongation
dataset_0120,2,2,1,15,none,662.9463,449.349,94.1007,410.5844,0.2175,1.521
dataset_0120,2,2,1,16,none,756.3766,559.1818,93.4805,212.1812,0.17,1.2583
dataset_0120,2,2,1,17,none,739.8729,414.7966,94.9068,325.1608,0.17,1.1882
dataset_0120,2,2,1,18,bodipy,400.5689,10.1107,97.5379,1419.134,0.1348,1.4062
dataset_0120,2,2,1,19,cd34,709.3995,724.7872,97.5626,1165.6188,0.1949,2.0003
dataset_0120,2,2,1,20,cd34,722.9146,729.8465,98.0206,1741.5392,0.1895,2.1906
dataset_0120,2,2,1,21,lectine,30.529,44,98.4912,1093.9732,0.2181,2.6032
dataset_0120,2,2,1,22,cd34,697.1426,261.6737,101.0299,4425.4936,0.2099,2.9717
dataset_0120,2,2,1,23,none,682.1136,446.6591,96,121.2464,0.09966,2.4463
dataset_0120,2,2,1,24,lectine,743.0294,728.5441,98.0882,749.5232,0.3038,2.6502
dataset_0120,2,2,1,25,cd34,42.4667,26.7147,99.5387,1033.35,0.2561,2.9089
dataset_0120,2,2,1,26,none,512.4123,358.6228,98.8991,628.2768,0.2093,2.369
dataset_0120,2,2,1,27,lectine,46.1538,39.0747,100.0989,1253.798,0.2117,1.5514
dataset_0120,2,2,1,28,bodipy,147.6987,209.1667,98.9679,429.8736,0.1804,1.0839
dataset_0120,2,2,1,29,cd34,693.9403,649.6343,100.0373,738.5008,0.218,2.0255
dataset_0120,2,2,1,30,lectine,777.6286,13.9824,101.7802,1253.798,0.2314,2.1103
dataset_0120,2,2,1,31,cd34,649.2144,45.3509,102.2775,2402.8832,0.2157,1.8866
dataset_0120,2,2,1,32,cd34,668.7056,91.8262,102.5785,2124.5676,0.2494,2.7778
dataset_0120,2,2,1,33,lectine,800.0696,105.3373,103.634,8952.9444,0.05212,2.0385
dataset_0120,2,2,1,34,none,789.6584,244.597,103.2664,3992.8644,0.1611,1.1668
dataset_0120,2,2,1,35,none,351.1416,545.3035,102.396,953.4376,0.1936,2.296
dataset_0120,2,2,1,36,lectine,437.4161,362.9434,103.5657,1510.0688,0.1371,1.4879
dataset_0120,2,2,1,37,lectine,778.7282,558.058,103.0185,1044.3724,0.1856,1.8301
dataset_0120,2,2,1,38,lectine,672.238,768.0742,103.6638,1262.0648,0.1077,1.9032
dataset_0120,2,2,1,39,none,300.2382,521.1676,103.8529,936.904,0.1954,1.8104
dataset_0120,2,2,1,40,bodipy,151.4405,650.7619,103.4643,462.9408,0.2093,1.6533
dataset_0120,2,2,1,41,lectine,789.4442,55.6286,104.4272,1135.3072,0.1873,1.0437
dataset_0120,2,2,1,42,cd68,740.0412,240.7529,104.5176,468.452,0.2758,2.7747
dataset_0120,2,2,1,43,lectine,789.962,117.5105,106.3565,1306.1544,0.1688,1.7373
dataset_0120,2,2,1,44,bodipy,262.9118,367.6471,104,93.6904,0.1038,3.9582
dataset_0120,2,2,1,45,bodipy,746.9923,642.0593,105.9794,1069.1728,0.152,1.7704
dataset_0120,2,2,1,46,none,336.1023,212.0035,107.5234,1589.9812,0.193,1.7765
dataset_0120,2,2,1,47,none,87.6566,536.2814,108.7766,3995.62,0.131,1.5128
dataset_0120,2,2,1,48,lectine,46.4477,291.4543,109.0223,1237.2644,0.1719,1.8309
dataset_0120,2,2,1,49,lectine,736.7625,540.9811,108.6923,2041.8996,0.172,1.421
dataset_0120,2,2,1,50,lectine,757.0435,548.1658,108.1576,1014.0608,0.2222,2.1526
dataset_0120,2,2,1,51,lectine,577.6869,30.6216,111.7363,11871.1248,0.0413,1.1681
dataset_0120,2,2,1,52,lectine,690.9448,36.1104,109.5254,1248.2868,0.2513,2.4769
dataset_0120,2,2,1,53,lectine,218.5319,88.6143,109.9593,2507.596,0.2004,1.7778
dataset_0120,2,2,1,54,lectine,761.1316,93.5526,109,1465.9792,0.2102,1.6313
dataset_0120,2,2,1,55,bodipy,126.369,110.5241,108.6738,515.2972,0.2413,2.115
dataset_0120,2,2,1,56,bodipy,64.3333,238.9785,107.4946,256.2708,0.1991,1.1421
dataset_0120,2,2,1,57,none,679.4109,588.5975,109.0734,1314.4212,0.1419,1.1967
dataset_0120,2,2,1,58,lectine,646.5714,657.1786,107.9286,308.6272,0.2516,1.4245
dataset_0120,2,2,1,59,none,590.1875,747.5938,107,88.1792,0.1394,1.2581
dataset_0120,2,2,1,60,lectine,721.4098,78.8037,110.9897,2413.9056,0.1183,1.2759
dataset_0120,2,2,1,61,cd68,557.4802,193.4234,111.012,1601.0036,0.3206,3.0146
dataset_0120,2,2,1,62,cd68,747.2541,244.2028,110.1212,1182.1524,0.2167,1.7109
dataset_0120,2,2,1,63,bodipy,82.1613,314.5645,108.5161,170.8472,0.2394,1.1943
dataset_0120,2,2,1,64,none,638.5775,318.6761,109.0563,391.2952,0.2327,1.5383
dataset_0120,2,2,1,65,bodipy,316.9577,320.662,108.5634,195.6476,0.1991,1.1225
dataset_0120,2,2,1,66,none,658.8571,323.5571,108.5286,192.892,0.2643,1.2767
dataset_0120,2,2,1,67,bodipy,669.1055,371.332,110.0508,705.4336,0.1821,1.6237
dataset_0120,2,2,1,68,lectine,666.9759,781.105,110.7943,1259.3092,0.2032,2.0262
dataset_0120,2,2,1,69,lectine,753.4783,113.087,109.4348,190.1364,0.2238,1.1888
dataset_0120,2,2,1,70,lectine,746.9546,139.8722,111.2557,1336.466,0.2663,2.4194
dataset_0120,2,2,1,71,lectine,520.4248,152.3428,111.9569,2620.5756,0.1093,1.1219
dataset_0120,2,2,1,72,lectine,542.1235,177.5143,111.6758,2320.2152,0.1677,1.2769
dataset_0120,2,2,1,73,lectine,698.3008,184.0954,115.251,6585.884,0.05857,1.6189
dataset_0120,2,2,1,74,lectine,797.4781,249.7149,111.7445,2513.1072,0.1037,1.4405
dataset_0120,2,2,1,75,lectine,240.0576,283.2396,111.1129,1195.9304,0.1951,1.7748
dataset_0120,2,2,1,76,none,270.307,286.7719,109.5,314.1384,0.1681,1.863
dataset_0120,2,2,1,77,bodipy,156.9495,14.609,111.9309,1036.1056,0.1664,1.309
dataset_0120,2,2,1,78,lectine,174.3114,22.3086,112.0171,964.46,0.2525,1.8544
dataset_0120,2,2,1,79,lectine,618.6947,26.5912,112.4544,1570.692,0.1845,1.8513
dataset_0120,2,2,1,80,lectine,682.4359,54.7414,112.0031,2642.6204,0.1236,1.128
dataset_0120,2,2,1,81,cd34,688.3503,118.1808,112,975.4824,0.2891,2.1985
dataset_0120,2,2,1,82,lectine,254.6429,154.4286,111.0268,308.6272,0.2205,1.7369
dataset_0120,2,2,1,83,cd68,631.1786,164.0625,110.9464,308.6272,0.2992,1.922
dataset_0120,2,2,1,84,bodipy,782.1791,203.7761,110.5224,184.6252,0.2311,1.0402
dataset_0120,2,2,1,85,none,650.7797,321.6949,110.9576,325.1608,0.2989,1.9548
dataset_0120,2,2,1,86,lectine,790.9457,447.8656,112.1576,1066.4172,0.2016,1.8063
dataset_0120,2,2,1,87,bodipy,71.9551,495.8143,112.4184,1350.244,0.1687,1.844
dataset_0120,2,2,1,88,bodipy,263.6019,528.1278,113.0939,1702.9608,0.2513,2.4912
dataset_0120,2,2,1,89,lectine,176.0766,39.6619,112.3493,1727.7612,0.08749,1.42
dataset_0120,2,2,1,90,lectine,629.8134,87.8686,114.0894,2097.0116,0.2178,2.067
dataset_0120,2,2,1,91,bodipy,152.6068,98.9193,113.0052,1058.1504,0.1489,1.0123
dataset_0120,2,2,1,92,cd34,449.3148,115.3906,115.0998,4472.3388,0.2076,2.4082
dataset_0120,2,2,1,93,bodipy,289.2232,135.3482,111.9643,308.6272,0.1773,1.2881
dataset_0120,2,2,1,94,lectine,672.3826,143.8271,113.68,3521.6568,0.07959,1.0909
dataset_0120,2,2,1,95,bodipy,243.359,156,111,107.4684,0.1102,2.5785
dataset_0120,2,2,1,96,lectine,729.4593,241.7409,114.5461,4541.2288,0.08851,2.0157
dataset_0120,2,2,1,97,lectine,758.0606,253.6364,111,90.9348,0.1392,1.8449
dataset_0120,2,2,1,98,lectine,573.8922,457.416,113.5013,1099.4844,0.2143,2.3138
dataset_0120,2,2,1,99,lectine,596.2053,58.7929,114.6,1556.914,0.2034,1.5571
dataset_0120,2,2,1,100,lectine,646.2493,81.7453,113.9625,1027.8388,0.1638,1.9391
dataset_0120,2,2,1,101,lectine,629.0143,103.3898,114.0347,1350.244,0.1887,1.3792
dataset_0120,2,2,1,102,cd34,22.4878,103.2033,113.0813,338.9388,0.2747,1.7956
dataset_0120,2,2,1,103,lectine,698.4897,139.3937,114.5674,2267.8588,0.1441,1.3796
dataset_0120,2,2,1,104,bodipy,79.37,152.1209,112.9011,752.2788,0.1443,1.3773
dataset_0120,2,2,1,105,bodipy,483.1786,329.7143,112,77.1568,0.08355,5.2753
dataset_0120,2,2,1,106,lectine,72.8807,445.9034,113.5057,484.9856,0.2806,2.1885
dataset_0120,2,2,1,107,lectine,752.0054,466.6621,113.703,1011.3052,0.1219,1.1587
dataset_0120,2,2,1,108,bodipy,270.2961,509.2718,113.5436,1358.5108,0.1911,1.1443
dataset_0120,2,2,1,109,bodipy,132.0332,5.3823,115.0277,994.7716,0.2644,2.1686
dataset_0120,2,2,1,110,bodipy,27.2103,14.4533,113.9533,589.6984,0.1441,1.4872
dataset_0120,2,2,1,111,lectine,642.3734,131.6141,114.3112,664.0996,0.2005,1.4316
dataset_0120,2,2,1,112,cd34,45.2178,194.8053,114.4818,834.9468,0.2787,1.7633
dataset_0120,2,2,1,113,lectine,463.5445,249.0971,115.9289,2014.3436,0.1293,1.4711
dataset_0120,2,2,1,114,bodipy,76.096,429.424,114.4,688.9,0.2198,1.92
dataset_0120,2,2,1,115,lectine,260.203,454.246,116.0074,4100.3328,0.1811,1.855
dataset_0120,2,2,1,116,none,60.6857,493.7429,113,96.446,0.1385,1.7106
dataset_0120,2,2,1,117,none,381.2689,654.888,115.6022,983.7492,0.2468,2.6359
dataset_0120,2,2,1,118,lectine,23.6989,679.4731,114.0054,512.5416,0.2388,1.2387
dataset_0120,2,2,1,119,lectine,542.3291,35.4338,116.943,3868.8624,0.07786,1.1605
dataset_0120,2,2,1,120,bodipy,21.8149,58.8312,115.3279,848.7248,0.1428,1.1129
dataset_0120,2,2,1,121,lectine,372.9961,87.3153,117.6567,2857.5572,0.2306,2.9781
dataset_0120,2,2,1,122,lectine,130.6899,189.5584,115.5114,2052.922,0.1264,1.4296
dataset_0120,2,2,1,123,lectine,166.3424,190.1079,116.5786,3243.3412,0.0944,1.1621
dataset_0120,2,2,1,124,lectine,643.3984,307.8355,118.8498,2697.7324,0.1322,3.0466
dataset_0120,2,2,1,125,lectine,724.9935,456.1754,116.3801,3378.3656,0.07527,1.4586
dataset_0120,2,2,1,126,lectine,736.1816,479.3517,116.2,1198.686,0.1935,1.4744
dataset_0120,2,2,1,127,lectine,723.5707,496.4712,115.5759,526.3196,0.2347,2.0162
dataset_0120,2,2,1,128,lectine,508.9351,8.1006,116.8009,2546.1744,0.09598,1.2372
dataset_0120,2,2,1,129,lectine,555.6061,16.5,115.4848,181.8696,0.2998,1.4512
dataset_0120,2,2,1,130,lectine,529.8053,23.8931,117.6393,1443.9344,0.2158,2.0582
dataset_0120,2,2,1,131,lectine,258.728,29.8012,117.3916,1843.4964,0.1826,1.8699
dataset_0120,2,2,1,132,lectine,727.5221,206.0463,117.0021,1308.91,0.197,1.9808
dataset_0120,2,2,1,133,bodipy,166.0854,336.7756,116.2951,1129.796,0.14,1.5518
dataset_0120,2,2,1,134,lectine,577.1944,492.9156,117.1714,1077.4396,0.1709,1.7481
dataset_0120,2,2,1,135,lectine,40.5062,503.7386,120.7305,7137.004,0.03745,3.0016
dataset_0120,2,2,1,136,bodipy,598.3725,582.8025,117.08,1102.24,0.2245,2.0478
dataset_0120,2,2,1,137,none,258.7375,611.4,115.525,220.448,0.1582,1.3257
dataset_0120,2,2,1,138,lectine,44.5729,671.4523,115.9899,548.3644,0.1915,1.2242
dataset_0120,2,2,1,139,lectine,506.7705,43.64,118.6884,1308.91,0.1879,2.0014
dataset_0120,2,2,1,140,lectine,508.0437,121.962,119.3457,3339.7872,0.1304,1.1238
dataset_0120,2,2,1,141,cd34,666.352,127,117.04,344.45,0.2277,1.4709
dataset_0120,2,2,1,142,lectine,162.8686,144.6699,118.0481,859.7472,0.2173,2.1105
dataset_0120,2,2,1,143,bodipy,577.8874,156.2147,117.6545,1052.6392,0.159,1.4109
dataset_0120,2,2,1,144,lectine,629.4758,167.8645,118.9597,1708.472,0.1674,1.6437
dataset_0120,2,2,1,145,lectine,20.7367,397.2012,117.4911,931.3928,0.1538,1.451
dataset_0120,2,2,1,146,cd68,614.2613,655.0865,119.0486,1529.358,0.0918,2.3766
dataset_0120,2,2,1,147,lectine,187.794,722.1796,118.2306,1457.7124,0.1541,1.4381
dataset_0120,2,2,1,148,lectine,448.0431,27.5124,119.0205,2554.4412,0.1071,1.0596
dataset_0120,2,2,1,149,cd34,473.589,129.5616,117.4795,201.1588,0.2505,1.0766
dataset_0120,2,2,1,150,lectine,459.4092,142.7842,120.4137,1851.7632,0.176,2.5872
dataset_0120,2,2,1,151,lectine,617.5991,351.961,121.4745,2543.4188,0.1076,2.6214
dataset_0120,2,2,1,152,lectine,418.9384,492.3015,119.8896,1297.8876,0.2512,3.1594
dataset_0120,2,2,1,153,lectine,705.6018,492.8348,118.5487,934.1484,0.178,1.3665
dataset_0120,2,2,1,154,lectine,529.2226,616.1756,120.117,2165.9016,0.1781,1.6144
dataset_0120,2,2,1,155,lectine,398.4472,677.7141,121.0027,2033.6328,0.2243,3.3996
dataset_0120,2,2,1,156,lectine,398.0631,48.4155,120.4377,3229.5632,0.1193,1.2345
dataset_0120,2,2,1,157,bodipy,151.0669,134.0223,119.4682,865.2584,0.1594,1.2235
dataset_0120,2,2,1,158,lectine,177.4513,246.7461,120.1504,2289.9036,0.08995,1.9529
dataset_0120,2,2,1,159,lectine,412.7872,273.7872,120.3083,1760.8284,0.1812,1.8269
dataset_0120,2,2,1,160,cd68,355.2814,325.6612,120.2022,1008.5496,0.1336,1.4751
dataset_0120,2,2,1,161,lectine,680.7582,443.149,121.1849,4604.6076,0.08783,1.2389
dataset_0120,2,2,1,162,lectine,646.1179,443.6388,120.6462,1121.5292,0.2493,2.6049
dataset_0120,2,2,1,163,lectine,626.8143,456.7653,119.9449,1350.244,0.1514,1.4344
dataset_0120,2,2,1,164,lectine,67.3801,462.1205,121.5875,2378.0828,0.1431,1.6915
dataset_0120,2,2,1,165,lectine,421.2544,543.8363,120.114,942.4152,0.223,1.8073
dataset_0120,2,2,1,166,lectine,169.9365,719.2588,119.9906,1171.13,0.1674,1.8427
dataset_0120,2,2,1,167,lectine,179.0314,115.0453,121.122,790.8572,0.1752,1.7815
dataset_0120,2,2,1,168,lectine,597.9092,188.5641,121.5427,2579.2416,0.1315,1.5728
dataset_0120,2,2,1,169,lectine,180.468,274.2217,121.0025,1118.7736,0.2046,1.8094
dataset_0120,2,2,1,170,cd68,575.6719,367.3391,121.3899,1738.7836,0.1196,1.4806
dataset_0120,2,2,1,171,lectine,637.2088,428.6652,121.197,2559.9524,0.1221,1.4375
dataset_0120,2,2,1,172,bodipy,190.5712,433.532,121.8043,1548.6472,0.1589,1.6785
dataset_0120,2,2,1,173,lectine,599.9637,534.717,122.5936,3797.2168,0.06986,1.116
dataset_0120,2,2,1,174,bodipy,149.2907,717.9767,121.1229,1658.8712,0.2167,1.4464
dataset_0120,2,2,1,175,bodipy,216.5012,270.0389,122.2336,1132.5516,0.2212,1.4563
dataset_0120,2,2,1,176,lectine,548.0468,414.5268,121.9331,1647.8488,0.06271,1.581
dataset_0120,2,2,1,177,lectine,91.7646,458.2312,123.1518,5863.9168,0.04242,1.6328
dataset_0120,2,2,1,178,bodipy,516.9766,755.0937,121.7681,1176.6412,0.1484,1.2191
dataset_0120,2,2,1,179,cd68,583.3429,177.6571,121,96.446,0.1163,1.6795
dataset_0120,2,2,1,180,cd34,290.6953,224.2798,123.2188,994.7716,0.1333,1.332
dataset_0120,2,2,1,181,lectine,442.4082,250.4607,123.7509,1471.4904,0.1523,2.0314
dataset_0120,2,2,1,182,none,281.8709,260.8269,123.011,1003.0384,0.1644,1.3934
dataset_0120,2,2,1,183,lectine,618.3459,305.9605,123.0695,1465.9792,0.1559,1.4264
dataset_0120,2,2,1,184,none,111.6057,384.4251,122.9846,1251.0424,0.2031,1.9445
dataset_0120,2,2,1,185,bodipy,623.3385,386.8769,121.5077,179.114,0.2908,1.4001
dataset_0120,2,2,1,186,lectine,453.0186,422.3366,125.9408,2513.1072,0.09076,2.6518
dataset_0120,2,2,1,187,lectine,522.0786,443.663,124.6482,3540.946,0.1329,2.453
dataset_0120,2,2,1,188,lectine,439.0078,493.7109,121.4922,352.7168,0.1649,1.6633
dataset_0120,2,2,1,189,bodipy,590.6776,522.5061,122.6776,675.122,0.2033,1.9009
dataset_0120,2,2,1,190,lectine,645.6556,549.7476,124.9316,3144.1396,0.1209,2.1849
dataset_0120,2,2,1,191,none,550.9565,560.4783,121.4928,190.1364,0.2965,1.3029
dataset_0120,2,2,1,192,lectine,68.3137,641.8567,123.7218,1634.0708,0.1254,1.4788
dataset_0120,2,2,1,193,lectine,575.8383,285.9832,124.4395,3937.7524,0.06348,1.7288
dataset_0120,2,2,1,194,lectine,577.5223,425.9619,124.074,2532.3964,0.1188,1.2536
dataset_0120,2,2,1,195,lectine,111.2219,425.8525,124.3408,4334.5588,0.04507,1.7681
dataset_0120,2,2,1,196,lectine,557.4018,521.9498,123.484,1206.9528,0.2381,1.1545
dataset_0120,2,2,1,197,lectine,569.9698,660.7295,123.9558,2557.1968,0.07398,1.8201
dataset_0120,2,2,1,198,lectine,591.7113,682.4722,123.8619,1336.466,0.1195,1.5034
dataset_0120,2,2,1,199,lectine,339.065,768.3057,125.1425,1992.2988,0.1558,1.734
dataset_0120,2,2,1,200,cd68,283.4324,307.8879,125.622,2383.594,0.09215,1.2984
dataset_0120,2,2,1,201,none,288.453,339.4741,124.8964,1435.6676,0.1149,1.2352
dataset_0120,2,2,1,202,lectine,136.0557,412.5131,125.0328,1680.916,0.1082,1.3236
dataset_0120,2,2,1,203,lectine,552.7194,437.1792,125.0025,2229.2804,0.1403,1.2282
dataset_0120,2,2,1,204,lectine,540.3216,513.2613,123.8794,548.3644,0.1626,1.0781
dataset_0120,2,2,1,205,lectine,205.1319,152.7574,125.566,647.566,0.1175,1.1287
dataset_0120,2,2,1,206,lectine,289.4775,191.2472,125.7191,980.9936,0.1218,1.4552
dataset_0120,2,2,1,207,none,487.8488,289.0202,125.3004,1366.7776,0.1567,1.3897
dataset_0120,2,2,1,208,lectine,559.5776,294.6379,124.8448,639.2992,0.1444,1.2221
dataset_0120,2,2,1,209,bodipy,338.4495,373.8257,125.055,300.3604,0.2834,2.0037
dataset_0120,2,2,1,210,bodipy,103.3795,484.3622,126.3089,2069.4556,0.09048,1.6747
dataset_0120,2,2,1,211,lectine,239.7592,589.4948,125.8848,1052.6392,0.1991,2.0507
dataset_0120,2,2,1,212,lectine,582.89,762.7356,128.0586,2303.6816,0.1653,2.4035
dataset_0120,2,2,1,213,lectine,431.764,167.7079,126.5146,1226.242,0.1951,1.0954
dataset_0120,2,2,1,214,lectine,543.2909,478.3793,126.8556,1278.5984,0.1198,1.2813
dataset_0120,2,2,1,215,lectine,635.9946,585.3225,126.4715,1016.8164,0.107,1.3304
dataset_0120,2,2,1,216,lectine,88.0529,657.4259,127.0847,1041.6168,0.1871,1.7324
dataset_0120,2,2,1,217,lectine,607.3499,691.6253,127.1489,1110.5068,0.16,1.7197
dataset_0120,2,2,1,218,lectine,244.4274,187.7265,126.9402,322.4052,0.158,1.206
dataset_0120,2,2,1,219,bodipy,216.6368,522.3383,128.0597,1107.7512,0.1853,1.7844
dataset_0120,2,2,1,220,lectine,101.8513,584.5145,127.6882,2094.256,0.09266,1.1729
dataset_0120,2,2,1,221,none,345.3498,625.4742,128.1878,1173.8856,0.1703,1.3928
dataset_0120,2,2,1,222,lectine,84.2632,632.5533,127.9294,2146.6124,0.1158,1.1419
dataset_0120,2,2,1,223,lectine,364.4501,663.3105,127.963,967.2156,0.2423,2.087
dataset_0120,2,2,1,224,bodipy,369,171.2769,127.5077,179.114,0.2175,1.1696
dataset_0120,2,2,1,225,lectine,531.3351,500.0779,128.5195,1060.906,0.1497,1.3234
dataset_0120,2,2,1,226,bodipy,403.6689,530.1993,129.2027,815.6576,0.2392,2.1308
dataset_0120,2,2,1,227,lectine,114.0524,670.4464,129.2544,1104.9956,0.1996,1.4749
dataset_0120,2,2,1,228,lectine,591.4084,711.2894,128.463,856.9916,0.0672,1.6697
dataset_0120,2,2,1,229,lectine,593.8125,769.75,127.5,176.3584,0.2968,1.1619
dataset_0120,2,2,1,230,lectine,122.4771,781.4593,130.0585,2165.9016,0.09649,1.8204
dataset_0120,2,2,1,231,lectine,304.3594,463.3383,130.2748,1303.3988,0.1366,1.5151
dataset_0120,2,2,1,232,none,446.2919,496.882,129.9441,443.6516,0.09841,1.4295
dataset_0120,2,2,1,233,lectine,103.5684,797.9479,131.1303,1691.9384,0.1201,1.3399
dataset_0120,2,2,1,234,bodipy,541.697,603.4046,131.6007,1573.4476,0.142,1.2271
dataset_0120,2,2,1,235,lectine,333.0117,615.6297,132.8047,2835.5124,0.1632,1.5013
dataset_0120,2,2,1,236,lectine,333.6012,509.3895,133.2585,2356.038,0.09704,1.3491
dataset_0120,2,2,1,237,lectine,456.3845,556.0381,134.3475,2529.6408,0.06969,1.9264
dataset_0120,2,2,1,238,lectine,489.1084,770.7851,134.0301,1372.2888,0.2165,3.1483
dataset_0120,2,2,1,239,lectine,636.0211,804.0653,133.3263,1308.91,0.2251,2.2117
dataset_0120,2,2,1,240,lectine,334.0368,656.4471,134.2662,1873.808,0.1538,1.8092
dataset_0120,2,2,1,241,lectine,299.5093,666.3716,135.4602,6963.4012,0.04418,1.4542
dataset_0120,2,2,1,242,lectine,392.0572,773.0414,135.2869,3659.4368,0.08712,1.2888
dataset_0120,2,2,1,243,lectine,475.0605,782.704,134.0022,1228.9976,0.1564,1.4866
dataset_0120,2,2,1,244,lectine,412.7135,560.8324,135.0486,1019.572,0.1894,1.3844
dataset_0120,2,2,1,245,lectine,344.9524,665.619,133,57.8676,0.1903,1.4574
dataset_0120,2,2,1,246,lectine,341.5763,697.8702,134.8969,721.9672,0.246,2.4704
dataset_0120,2,2,1,247,none,313.5857,793.6592,134.4588,1237.2644,0.1514,1.053
dataset_0120,2,2,1,248,lectine,463.5621,802.4627,134.854,887.3032,0.1805,1.7626
dataset_0120,2,2,1,249,lectine,327.4012,722.3017,135.7029,1799.4068,0.1507,1.4968
dataset_0120,2,2,1,250,lectine,180.7372,740.7736,136.1226,2044.6552,0.1537,1.4007
dataset_0120,2,2,1,251,lectine,359.2225,757.1185,136.1227,1325.4436,0.2171,1.4747
dataset_0120,2,2,1,252,lectine,318.8517,692.3528,136.4652,1226.242,0.177,1.136
dataset_0120,2,2,1,253,lectine,220.6088,741.4841,136.9804,1127.0404,0.133,1.3053
dataset_0120,2,2,1,254,lectine,204.2836,743.6333,136.7974,1292.3764,0.1898,1.292
dataset_0120,2,2,1,255,lectine,261.9058,755.8727,137.1388,1667.138,0.1282,1.335
dataset_0120,2,2,1,256,lectine,290.82,758.7022,136.4356,1240.02,0.1923,1.1505
dataset_0120,2,2,1,257,lectine,435.4225,801.7606,135.8803,391.2952,0.1826,1.0765
dataset_0120,2,2,1,258,bodipy,474.1441,644.5508,137.0424,325.1608,0.2612,1.7036
dataset_0120,2,2,1,259,cd68,370.6143,714.0959,137.4408,1350.244,0.1296,1.4137
dataset_0120,2,2,1,260,lectine,415.7143,790.6571,136,96.446,0.1385,2.2565
